App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last Updated,Content Rating,Privacy Policy,Ad Supported,In App Purchases,Editors Choice,Scraped Time
АнтиПаника Pro,com.ikp.antipanicpro,Medical,5,5,100+,100,138,FALSE,3.99,USD,48M,4.0.3 and up,Egor Bachilo,https://www.space4mind.pro/,ikpmobileapp@gmail.com,"Sep 21, 2020","Sep 28, 2020",Everyone,https://www.space4mind.pro/privacypolicy,FALSE,FALSE,FALSE,16-06-2021 02:47
Ice Cream Truck,com.codnes.ict,Simulation,3.9,618,"50,000+",50000,75059,TRUE,0,USD,42M,2.3 and up,CODNES GAMES,http://codnes.com,apps.codnes@gmail.com,"Jun 12, 2015","Nov 10, 2015",Everyone,http://codnes.com/privacy.php,TRUE,FALSE,FALSE,16-06-2021 02:47
Girl Short Dress Photo Suit,com.droidpixel.girlshortdressphotosuit,Photography,3.7,28,"5,000+",5000,6106,TRUE,0,USD,22M,5.0 and up,droidpixel,http://droidpixel.in/,ghanshayamkhatrani@gmail.com,"Jul 10, 2016","May 19, 2021",Teen,http://droidpixelworld.webs.com/,TRUE,FALSE,FALSE,16-06-2021 02:47
Rasta Wallpaper,com.khamarnache.rastawallpaper.offline,Personalization,4.5,67,"10,000+",10000,27671,TRUE,0,USD,20M,4.0 and up,QHQ Wallpapers,,khalid1992marnache@gmail.com,"Jul 5, 2019","Jul 05, 2019",Everyone 10+,https://sites.google.com/view/khalidmarnache/privacy-policy,TRUE,FALSE,FALSE,16-06-2021 02:47
YOY Marketing AR,com.yoy.MarquetingAR,Social,0,0,10+,10,20,TRUE,0,USD,38M,5.0 and up,Yoy.cl,https://www.yoy.cl/,contacto@yoy.cl,"Jan 16, 2020","Mar 13, 2020",Everyone,https://getterms.io/g/?url=https%3A%2F%2Fwww.yoy.cl%2F&name=YOY&location=Chile&effective_date=16%20January%202020&language=en-us,FALSE,FALSE,FALSE,16-06-2021 02:47
Схід Рок,com.goodbarber.shidrock,Events,4.7,24,100+,100,432,TRUE,0,USD,12M,4.1 and up,nastmobile.com,http://nastmobile.com,yocarlostony@gmail.com,"Aug 1, 2017","Aug 29, 2017",Teen,http://blog.goodbarber.com/docs/Privacypolicy/PrivacyPolicy.pdf,TRUE,FALSE,FALSE,16-06-2021 02:47
Coil- und Stahlrechner,com.emw_stahlservice.coilrechner,Business,4.8,8,"1,000+",1000,2643,TRUE,0,USD,15M,4.1 and up,EMW Stahl-Service-Center,http://www.emw-stahlservice.de,info@emw-stahlservice.de,"Jan 15, 2016","Jan 31, 2016",Everyone,http://www.emw-stahlservice.de/de/datenschutz/,FALSE,FALSE,FALSE,16-06-2021 02:47
صور وخلفيات عيد الفطر1439/2018,com.arifapps.ramadankhalfiyat,Lifestyle,4.1,462,"50,000+",50000,68115,TRUE,0,USD,3.8M,4.1 and up,arifapps,http://arifapps.com/app-ads.txt,ahmed.ariff2017@gmail.com,"Apr 28, 2017","Aug 28, 2020",Everyone,http://arifapps.com/Policy-Privacy/,TRUE,FALSE,FALSE,16-06-2021 02:47
Neck Designs 2021-2022,com.girls.neckdesigns2016,Lifestyle,3.8,132,"50,000+",50000,66619,TRUE,0,USD,8.0M,4.1 and up,Osum Apps,,osumapps1@gmail.com,"Mar 12, 2016","Oct 31, 2018",Everyone,https://osumapps.blogspot.com/p/neck-design-2019.html,TRUE,FALSE,FALSE,16-06-2021 02:47
Pico workshop using Arduino IDE,com.peterhohsy.pico_workshop_arduino2,Education,0,0,100+,100,151,TRUE,0,USD,25M,4.0 and up,Peter Ho,http://peterho386.weebly.com/,peterhohsy@gmail.com,"Apr 5, 2021","Apr 12, 2021",Everyone,http://peterho386.weebly.com/uploads/6/7/6/9/6769822/private_policy_general.htm,FALSE,TRUE,FALSE,16-06-2021 02:47
Marriage Guide For Couples,com.wsuzapps.couplesmarriageguide.TBVTBPC834,Books & Reference,4.4,296,"100,000+",100000,145676,TRUE,0,USD,2.9M,2.3.3 and up,wsuzapps,,wsuzzanne@gmail.com,"Aug 18, 2016","Aug 19, 2016",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:47
Emermédica,co.go.emermedicaoml,Medical,2.8,169,"10,000+",10000,43571,TRUE,0,USD,Varies with device,5.0 and up,VisionMobile.co,https://www.emermedica.com.co/,ivan@midoctor.com.co,"Apr 13, 2020","Feb 10, 2021",Everyone,https://www.emermedica.com.co/servicio-al-cliente/aviso-de-privacidad/,FALSE,FALSE,FALSE,16-06-2021 02:47
Themes for Vivo Y20: Vivo Y20 Launcher,com.wisapps.vivo.y20.hdwallpaper.freeapps.themes.launcher.wallpaper,Personalization,4.2,8,"1,000+",1000,3193,TRUE,0,USD,9.7M,4.2 and up,WIS Apps,,wisappsuk@gmail.com,"Mar 5, 2021","Mar 05, 2021",Everyone,https://wisappsuk.blogspot.com/,TRUE,FALSE,FALSE,16-06-2021 02:47
Gurukulam Coaching Institute,co.thor.pdtdp,Education,5,8,100+,100,265,TRUE,0,USD,38M,4.2 and up,Education Thor Media,,support@classplus.co,"May 30, 2020","Jun 09, 2021",Everyone,https://bit.ly/2YDTip0,TRUE,FALSE,FALSE,16-06-2021 02:47
RoboBot,com.rttamayo29.robobot.android,Action,0,0,500+,500,727,TRUE,0,USD,25M,2.2 and up,Mad Coat Productions,,rttamayo29@gmail.com,"Dec 2, 2014","Jun 21, 2015",Everyone 10+,https://www.roberttamayo.com/robobot-privacy-policy.php,FALSE,FALSE,FALSE,16-06-2021 02:47
Космические советы,ru.legeser.space,Lifestyle,0,0,50+,50,52,TRUE,0,USD,4.0M,4.4 and up,Legeser,http://legeser.ru,lezhava.g.s@gmail.com,"Feb 11, 2020","Feb 11, 2020",Everyone,https://docs.google.com/document/d/e/2PACX-1vSCIllTNbBvDDpAe8knRnetust8ox6LHH8CRGWGwidX4IFqBEYAXgJmTYGEfhUW8ikXnm27IJAELtqC/pub,TRUE,FALSE,FALSE,16-06-2021 02:47
Новый Дом - Недвижимость,online.ndom.app,Business,0,0,10+,10,36,TRUE,0,USD,7.8M,4.2 and up,SBalance,https://ndom.online/,ndom.online@gmail.com,"Feb 9, 2021","Mar 29, 2021",Everyone,https://ndom-online.web.app/policy.html,FALSE,FALSE,FALSE,16-06-2021 02:48
EXO Photo Lock Screen App,com.lockscreen.exoscreenlock.myphoto.PhotoLockScreen,Entertainment,4.7,33,"1,000+",1000,2820,TRUE,0,USD,10M,4.0.3 and up,Perro Plus,https://g45d7d216.app-ads-txt.com,plusperro5@gmail.com,"Aug 13, 2019","Oct 23, 2019",Everyone,http://perroprivacy.blogspot.com,TRUE,FALSE,FALSE,16-06-2021 02:48
Soundboard for Kids - Farm,soundboard.parsiuk.net.soundboard,Educational,0,0,10+,10,21,TRUE,0,USD,6.2M,7.0 and up,Parsiuk,http://www.jabjab.pl,support@parsiuk.net,"Aug 28, 2018","Feb 18, 2019",Everyone,http://parsiuk.net/privacy_policy.html,TRUE,FALSE,FALSE,16-06-2021 02:48
أذكاري الصحيحة,com.azkarmouslim.app,Books & Reference,4.7,7,100+,100,276,TRUE,0,USD,4.5M,4.4 and up,HOUSAB,,app@housab.com,"Jun 8, 2020","Jul 04, 2020",Everyone,https://housab.com/rules/,FALSE,FALSE,FALSE,16-06-2021 02:48
Simple Rangoli Designs 2021,com.bestsimplerangoli.design,Entertainment,0,0,"10,000+",10000,21299,TRUE,0,USD,8.4M,4.4 and up,Domadiya chirag,https://toptechbits.blogspot.com/,domadiya903@gmail.com,"Oct 25, 2020","Nov 26, 2020",Everyone,https://myappprivecypolicy.blogspot.com/2020/09/privacy-policy.html,TRUE,FALSE,FALSE,16-06-2021 02:48
Paranormal Map,com.connorottenbacher.paranormalapptivity,Tools,2.9,112,"10,000+",10000,25139,TRUE,0,USD,6.7M,4.2 and up,OttenApps,,ottenapps@gmail.com,"Dec 24, 2017","Apr 01, 2021",Everyone,,FALSE,FALSE,FALSE,16-06-2021 02:48
Nursing Exams preparation : Nursing officers,com.edu.nursingofficers,Education,4.2,24,"1,000+",1000,4402,TRUE,0,USD,14M,4.2 and up,Nursing Educational welfare society,https://nursingofficers.com,nursingofficers@gmail.com,"Jan 12, 2019","Jul 30, 2020",Everyone,https://nursingofficers.com/Contents/Pages/Privacy-Policy,FALSE,FALSE,FALSE,16-06-2021 02:48
FEDOTAXI CONDUCTOR,com.fedotaxi.driver,Travel & Local,4.5,155,"5,000+",5000,6638,TRUE,0,USD,4.2M,4.4 and up,593TAXI,http://www.fedotaxi.com,info@fedotaxi.com.ec,"Oct 21, 2019","Jun 14, 2021",Everyone,https://fedotaxi.com/privacy,TRUE,FALSE,FALSE,16-06-2021 02:48
Happy Rice Dumplings Stickers - WAStickerApps,de.butterfly.effected.wastickerapps.happy.rice.dumplings,Communication,0,0,10+,10,18,FALSE,0.99,USD,5.1M,4.0.3 and up,butterfly-effected GmbH,http://www.thethemesworld.com,support@thethemesworld.com,"Mar 8, 2019","Mar 08, 2019",Everyone,https://www.butterfly-effected.de/privacy-launcher,FALSE,FALSE,FALSE,16-06-2021 02:48
Almeira Fashion,id.co.neosantara.almeirafashion,Shopping,0,0,10+,10,23,TRUE,0,USD,1.8M,4.4 and up,Neosantara Studio,https://www.almeirafashion.com/,almeirafashion@gmail.com,"Jul 27, 2019","Jul 27, 2019",Everyone,http://rumahjasastore.blogspot.com/2017/09/privacy-police-camera.html,FALSE,FALSE,FALSE,16-06-2021 02:48
Citizenship Antigua & Barbuda,com.citizenshipofantiguaandbarbuda.app,Business,0,0,10+,10,13,TRUE,0,USD,11M,5.0 and up,AAAA ADVISER,https://immi.company/,0007020@bk.ru,"Aug 11, 2020","Aug 11, 2020",Everyone,https://immi.company/pages/data-protection-privacy-policy,FALSE,FALSE,FALSE,16-06-2021 02:48
뮤오리진(12),com.webzen.muorigin.google12,Role Playing,3.9,164,"10,000+",10000,22404,TRUE,0,USD,72M,4.1 and up,Webzen Inc.,http://www.webzen.co.kr,mobile-help@webzen.co.kr,,"Apr 26, 2021",Teen,http://m.webzen.co.kr/privacy/game/mobile,TRUE,FALSE,FALSE,16-06-2021 02:48
All Pharma Togo,net.allnovatech.pharmaciestogo,Health & Fitness,4.4,45,"5,000+",5000,7631,TRUE,0,USD,6.1M,4.1 and up,All Nova Tech,,allnovatech18@gmail.com,"Jan 2, 2019","Mar 09, 2021",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
Greenhouse Bistro,com.app_greenhb.layout,Food & Drink,0,0,100+,100,468,TRUE,0,USD,12M,4.1 and up,Appnector,http://www.appnector.com,hassan@appnector.com,"Feb 27, 2017","Nov 02, 2017",Everyone,http://www.mobileappco.org/tos.php?app_code=greenhb,FALSE,FALSE,FALSE,16-06-2021 02:48
Sitges Travel Guide in English with map,com.minube.guides.sitges,Travel & Local,0,0,100+,100,437,TRUE,0,USD,40M,4.1 and up,minube,https://www.minube.com/que_ver/espana/barcelona/sitges,android@minube.com,"Jun 7, 2018","Mar 31, 2020",Everyone,https://www.minube.com/politica-privacidad,FALSE,FALSE,FALSE,16-06-2021 02:48
UAESouqmall,com.adwebecommerce,Shopping,0,0,1+,1,2,TRUE,0,USD,21M,4.2 and up,ADWEB STUDIO,https://www.adwebstudio.com/,mohammadsaad@adwebstudio.com,"Jun 29, 2019","Jun 29, 2019",Everyone,,FALSE,FALSE,FALSE,16-06-2021 02:48
MyUnix,com.MyUnix.amftec,House & Home,5,14,10+,10,42,TRUE,0,USD,5.1M,4.4 and up,AMFtech,http://amftech.in,amftech12@gmail.com,"Jul 21, 2019","Nov 14, 2019",Everyone,http://unixenterprises.com/privacy_policy.html,FALSE,FALSE,FALSE,16-06-2021 02:48
Shelby-Rising City Huskies,com.apptegy.shelbyrising,Education,0,0,100+,100,249,TRUE,0,USD,28M,4.1 and up,Apptegy,http://www.Apptegy.com,jgeorge@apptegy.com,"Feb 18, 2019","Apr 05, 2019",Everyone,http://apptegy.com/privacy-policy,FALSE,FALSE,FALSE,16-06-2021 02:48
أواخر سورة البقرة و فضلها,com.ghassensoussi7.awe5irsouratba9arawafathlouha,Education,4.7,59,"10,000+",10000,20977,TRUE,0,USD,3.2M,4.0.3 and up,Ghassen Soussi,https://www.facebook.com/ghassen.soussi,ghassen.soussi7@gmail.com,"Sep 24, 2016","Sep 24, 2016",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
AFA Council 6,com.dd0debce0062.www,Business,0,0,100+,100,362,TRUE,0,USD,25M,6.0 and up,Mainliner Multimedia & Graphics,http://mainlinermultimedia.com,mainlinermultimedia@gmail.com,"Mar 27, 2018","Apr 21, 2021",Everyone,https://learn.appdocumentation.com/en/articles/2782367-privacy-policy,FALSE,FALSE,FALSE,16-06-2021 02:48
Resep Kue Bawang Kriuk,com.pancadev.resepkuebawang,Books & Reference,0,0,"1,000+",1000,1330,TRUE,0,USD,6.4M,4.2 and up,Pancadev,,pancadev05@gmail.com,"Apr 15, 2018","Dec 17, 2020",Everyone,http://pancadevsaja.blogspot.com/2018/10/pancadev-developer-privacy-policy.html,TRUE,FALSE,FALSE,16-06-2021 02:48
X.O لعبة اكس او,com.androidbat.tictactoe,Board,0,0,100+,100,476,TRUE,0,USD,7.8M,8.0 and up,Android Bat,,prorms69@gmail.com,"Feb 27, 2021","Feb 27, 2021",Everyone,https://sites.google.com/view/droidbat/android-bat-privacy-policy,TRUE,FALSE,FALSE,16-06-2021 02:48
مزامير -Arabic Psalms Bible,com.music.davidpsalms6,Music & Audio,0,0,100+,100,163,TRUE,0,USD,45M,4.1 and up,Injil,https://www.ajrsoftapps.website,majorevermore@gmail.com,"Nov 3, 2020","Nov 03, 2020",Everyone,https://sites.google.com/view/musicaudio/home,TRUE,FALSE,FALSE,16-06-2021 02:48
Square - 세상을 바꾸는 명함,com.app59uare,Lifestyle,0,0,50+,50,66,TRUE,0,USD,34M,4.1 and up,STUDIO99C,https://www.59uare.com,hello@59uare.com,"Jun 30, 2019","Aug 12, 2020",Teen,https://api.59uare.com/privacyTerms,FALSE,FALSE,FALSE,16-06-2021 02:48
Tidal Currents + GPS Location,com.boatingtripplanner.TidalCurrentsPlusGPSLocation,Sports,0,0,100+,100,421,FALSE,1.99,USD,1.1M,5.0 and up,Boating Trip Planner,http://www.boatingtripplanner.com/,SupportAndroid@BoatingTripPlanner.com,"Jul 3, 2015","Mar 03, 2020",Everyone,,FALSE,FALSE,FALSE,16-06-2021 02:48
Quran Dua,kk.quransooras,Books & Reference,4.8,263,"10,000+",10000,21873,TRUE,0,USD,2.3M,2.3 and up,Peace Media,,masarik.android@gmail.com,"Mar 17, 2015","Feb 04, 2017",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
Devotee,com.phurshell.devotee,Social,2,215,"10,000+",10000,10782,TRUE,0,USD,15M,4.1 and up,Devotee Serviços de Relacionamentos,http://devotee.com.br,mkt@devotee.com.br,"Feb 2, 2018","Apr 14, 2021",Mature 17+,https://www.ieonline.com.br,TRUE,FALSE,FALSE,16-06-2021 02:48
CFE-CGC Renault Trucks,com.goodbarber.cfecgcrtsas,Social,0,0,100+,100,154,TRUE,0,USD,19M,5.0 and up,CFE-CGC RT SAS,http://www.cfe-cgc-rt.com,CFECGC@volvo.com,"Jun 25, 2020","May 07, 2021",Everyone,https://cfecgcrtsas.goodbarber.app/docs/PrivacyPolicy/PrivacyPolicy_25-05-2018.doc,FALSE,FALSE,FALSE,16-06-2021 02:48
Memoro | Memory Match Game with SuperHeroes,com.kochanski.memoro,Puzzle,4.6,23,"10,000+",10000,14891,TRUE,0,USD,10M,4.4 and up,Rafał Kochański,,kochanski.rafal.16@gmail.com,"May 30, 2019","Sep 26, 2020",Everyone,https://www.freeprivacypolicy.com/privacy/view/0546a268500bb08d561c4c236ba586c2,FALSE,FALSE,FALSE,16-06-2021 02:48
Virginia Radio Online,com.elicoriapps.virginiaradio,Music & Audio,0,0,1+,1,4,TRUE,0,USD,5.6M,4.4 and up,elicoriapps,,elicorimarrufo@gmail.com,"Jan 29, 2020","Jan 30, 2020",Teen,http://appsmoment.net/google/Virginia%20Radio.html,TRUE,FALSE,FALSE,16-06-2021 02:48
Socialbase,com.socialbase,Social,3.7,65,"10,000+",10000,27580,TRUE,0,USD,41M,5.0 and up,Socialbase,https://www.socialbase.app/,admin@socialbase.app,"Nov 26, 2019","Jan 28, 2021",Teen,https://www.socialbase.app/privacy-policy,FALSE,TRUE,FALSE,16-06-2021 02:48
Schedule-Me,scheduleme.app.act,Business,0,0,100+,100,155,TRUE,0,USD,28M,4.2 and up,Schedule-Me,http://www.schedule-me.net,admin@schedule-me.net,"Jan 14, 2018","Feb 02, 2019",Everyone,https://schedule-me.net/privacy.html,FALSE,FALSE,FALSE,16-06-2021 02:48
BY THE BELL Fitness,com.bythebellfitness.train.store.own,Health & Fitness,0,0,0+,0,0,TRUE,0,USD,11M,4.4 and up,exercise.com,http://BytheBellFitness.com,kristen@befitannapolis.com,"Dec 14, 2020","Dec 14, 2020",Everyone,http://train.bythebellfitness.com/privacy-policy,FALSE,FALSE,FALSE,16-06-2021 02:48
Любимый город — заказ такси,ru.taximaster.tmtaxicaller.id1754,Maps & Navigation,4.5,211,"10,000+",10000,11106,TRUE,0,USD,21M,4.2 and up,Zlato Telecom-Smolensk Ltd,https://www.lgtaxi.ru,support@bitmaster.ru,"Apr 25, 2017","May 07, 2021",Everyone,http://www.taximaster.ru/confpolicy.pdf,FALSE,FALSE,FALSE,16-06-2021 02:48
BREAKING HITS: Discover and Rate Music,com.bhreactproject,Music & Audio,5,17,"1,000+",1000,2058,TRUE,0,USD,73M,7.0 and up,"Breaking Hits, Inc",https://www.breakinghits.com,breakinghitsnow@gmail.com,"Jun 19, 2018","Jun 15, 2021",Teen,https://www.iubenda.com/privacy-policy/33149245,FALSE,FALSE,FALSE,16-06-2021 02:48
CampoGest,es.hispatec.campogest,Productivity,4.2,16,"1,000+",1000,1565,TRUE,0,USD,8.5M,4.2 and up,Hispatec,http://www.hispatec.es,marketing@hispatec.com,"Mar 1, 2016","Apr 25, 2019",Everyone,http://www.hispatec.es/aviso-legal/,FALSE,FALSE,FALSE,16-06-2021 02:48
Bitcoin & Cryptocurrency News Podcast Talk Radio,cloud.audiocast.crypto,Finance,0,0,100+,100,165,TRUE,0,USD,3.1M,4.2 and up,Coderine Studio,http://coderine.com/,support@coderine.com,"Jan 6, 2018","Feb 09, 2018",Everyone,,FALSE,FALSE,FALSE,16-06-2021 02:48
Counter Terrorist: Run and Gun Shooting Game,com.counter.terrorist.strike.hunter,Arcade,0,0,10+,10,15,TRUE,0,USD,30M,5.1 and up,TwoShoot Games,,phamvankhai27@gmail.com,"Jan 20, 2021","Jan 20, 2021",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
Plymouth Map and Walks,com.gpsmycity.android.u301,Travel & Local,4,5,"1,000+",1000,1137,TRUE,0,USD,73M,7.0 and up,"GPSmyCity.com, Inc.",https://www.gpsmycity.com,helpdesk@gpsmycity.com,"Jul 2, 2013","Mar 17, 2021",Everyone,https://www.gpsmycity.com/privacy-policy.html,TRUE,TRUE,FALSE,16-06-2021 02:48
BigRoad Trucking Logbook App,com.bigroad.ttb.android,Maps & Navigation,3.8,14159,"500,000+",500000,601145,TRUE,0,USD,9.7M,5.0 and up,BigRoad Inc.,http://www.bigroad.com/?utm_medium=referral&utm_source=google&utm_campaign=play-store-listing,support@bigroad.com,"Jun 11, 2012","Jun 09, 2021",Everyone,http://www.bigroad.com/privacy?utm_medium=referral&utm_source=google&utm_campaign=play-store-listing,FALSE,FALSE,FALSE,16-06-2021 02:48
Emisoras de Chile,radio.dechile,Music & Audio,4.3,18,"1,000+",1000,1569,TRUE,0,USD,4.0M,2.3 and up,CokyApps,,vanessajonhson@gmail.com,"Jun 29, 2017","Jun 30, 2017",Mature 17+,https://cokyapps.blogspot.com/2018/11/radios.html,TRUE,FALSE,FALSE,16-06-2021 02:48
Car Rental Management Software,rentapp.rentacars.biz,Travel & Local,4.2,38,"5,000+",5000,5907,TRUE,0,USD,30M,6.0 and up,PROPlus,https://www.carrentalsoftware.co,rentalcarsmanager@gmail.com,"Dec 8, 2018","Jun 05, 2021",Everyone,https://www.carrentalsoftware.co/privacy-policy/,FALSE,FALSE,FALSE,16-06-2021 02:48
Gorilla,com.camsupply.gorillaglove,Shopping,0,0,10+,10,12,TRUE,0,USD,23M,4.4 and up,CAM Supply,https://gorillaglove.com/,dennis@shopwholesale.com,"Apr 7, 2021","Apr 07, 2021",Everyone,,FALSE,FALSE,FALSE,16-06-2021 02:48
Friday Night Funny Minus Mod,com.bdkss.mnsd,Music,0,0,500+,500,502,TRUE,0,USD,24M,4.4 and up,ESRGAME LTD.,,esrsoft27@gmail.com,"Jun 8, 2021","Jun 08, 2021",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
Сардар Туркменов - ырлар жыйнагы,com.yrlar.sardar_turkmenov,Music & Audio,0,0,100+,100,250,TRUE,0,USD,36M,4.1 and up,Toj Media,,tojqmedia@gmail.com,"Jun 14, 2019","Jul 09, 2019",Everyone,https://telegra.ph/Privacy-Policy-06-08-53,TRUE,FALSE,FALSE,16-06-2021 02:48
Best Urdu Keyboard,com.exceptsolution.urdukeybord,Education,0,0,500+,500,977,TRUE,0,USD,14M,4.0.3 and up,eXcept Solutions,http://exceptsolutions.com,exceptsolutions@gmail.com,"Apr 12, 2018","Apr 12, 2018",Everyone,http://www.exceptsolutions.com/privacy.php,TRUE,FALSE,FALSE,16-06-2021 02:48
Playlist The Game,com.playlist.thegame,Adventure,5,19,50+,50,70,TRUE,0,USD,30M,4.1 and up,ElagoTech,http://dm.sch.id,andrekhrisna@gmail.com,"Nov 4, 2018","Nov 05, 2018",Everyone,https://docs.google.com/document/d/1chrW3YqKRYbyvhe550GfIFzVCTkt0fysnX0qTshf3GA/edit?usp=sharing,FALSE,FALSE,FALSE,16-06-2021 02:48
Djezzy FLEXY – Points de vente,com.djezzy.djezzypdv,Communication,3.7,170,"10,000+",10000,44885,TRUE,0,USD,2.0M,4.0.3 and up,Djezzy,http://www.djezzy.dz,service-clientele@djezzy.dz,,"Sep 12, 2017",Everyone,http://www.djezzy.dz,FALSE,FALSE,FALSE,16-06-2021 02:48
Renaissance Beauty Academy,com.ennoview.mydashrenaissancebeautyacademy,Beauty,0,0,10+,10,48,TRUE,0,USD,26M,4.1 and up,Envision Software,,dev@ennoview.com,"Jun 3, 2020","Jun 03, 2020",Everyone,http://www.ennoview.com/PrivacyPolicy.aspx,FALSE,FALSE,FALSE,16-06-2021 02:48
All in One Status 2019,com.diskpoly.all_in_onestatus,Entertainment,5,10,10+,10,34,TRUE,0,USD,5.9M,4.0.3 and up,diskpoly,,durgesh9654606576sgh@gmail.com,"Apr 9, 2019","Apr 10, 2019",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
খেলা ২০১৭,com.mim.bpl.match.sedule,Books & Reference,0,0,"1,000+",1000,1269,TRUE,0,USD,2.6M,4.0.3 and up,BD Mim Apps,,mimappsbd@gmail.com,"Sep 26, 2017","Oct 31, 2018",Everyone,https://mimappsbd.blogspot.com/2018/10/bd-mim-apps-privacy-policy.html?m=1,TRUE,FALSE,FALSE,16-06-2021 02:48
Subito Pizza,com.desclick.subitopizza93,Food & Drink,0,0,50+,50,65,TRUE,0,USD,5.5M,4.1 and up,DES-CLICK,http://www.des-click.com,desclick.website@gmail.com,"Jul 29, 2019","Dec 17, 2019",Everyone,https://www.subitopizza93-94.fr/mentions-legales.php,FALSE,FALSE,FALSE,16-06-2021 02:48
The Simplest Launcher,infamous.apps.speedylauncher,Personalization,3.9,326,"10,000+",10000,25179,TRUE,0,USD,33k,4.0 and up,Infamous Apps,,appsinfamous@gmail.com,"Aug 1, 2015","Aug 01, 2015",Everyone,,FALSE,FALSE,FALSE,16-06-2021 02:48
Word Search Genius,com.giantixstudios.wordsearchgenius,Word,4.3,219,"10,000+",10000,38486,TRUE,0,USD,6.5M,4.1 and up,Giantix Studios,http://giantixstudios.com,support@giantixstudios.com,"Jan 18, 2015","Oct 04, 2020",Everyone,http://privacy.giantixstudios.com,TRUE,FALSE,FALSE,16-06-2021 02:48
Moonlight Rose Themes Live Wallpapers,com.launcher.wallpapers.free.layout.emoji.color.phone.themes.moonlight.rose,Personalization,4.4,52,"10,000+",10000,19123,TRUE,0,USD,5.3M,4.1 and up,2019 Launcher Theme,,2019launchertheme@gmail.com,"Apr 25, 2019","Nov 22, 2019",Everyone,http://launchertheme.com/new_launcher_pp.html,TRUE,FALSE,FALSE,16-06-2021 02:48
Radios De Valladolid Radio Fm Mexico,com.radiosdevalladolidradiofmmexico.radiosdemexico,Music & Audio,0,0,10+,10,15,TRUE,0,USD,5.6M,4.4 and up,henvel,https://henvelapps87.blogspot.com,henryjvf@gmail.com,"Jun 12, 2020","Jun 12, 2020",Teen,https://www.facebook.com/notes/henvel-apps/privacy-policy-for-mobile-applications/307748566516458/,TRUE,FALSE,FALSE,16-06-2021 02:48
Mi TV Cadena del Sur,com.radiosenpy.mitvitapua,Video Players & Editors,4.9,59,"1,000+",1000,1634,TRUE,0,USD,18M,4.2 and up,Creativa MediApps,http://www.radiosenparaguay.com/mitv,radiosenparaguay@hotmail.com,"Jul 15, 2018","Jul 31, 2019",Everyone,http://www.radiosenparaguay.com/politica-de-privacidad,TRUE,FALSE,FALSE,16-06-2021 02:48
פלופ - משקיעים פוגשים יזמים,com.bbits.floop,Business,0,0,100+,100,211,TRUE,0,USD,972k,4.0 and up,"OnClick Solutions, LLC",http://www.floop.co.il,neran@floop.co.il,"Nov 12, 2014","Mar 16, 2015",Everyone,https://www.floop.co.il/page/4/%D7%97%D7%95%D7%A7%D7%99%D7%9D_%D7%95%D7%AA%D7%A7%D7%A0%D7%95%D7%AA_%D7%A9%D7%99%D7%9E%D7%95%D7%A9,FALSE,FALSE,FALSE,16-06-2021 02:48
Mutton Champ (Lamb) Urdu Recipes,com.appmonster.champ,Food & Drink,0,0,"1,000+",1000,1235,TRUE,0,USD,4.2M,4.0.3 and up,AppsMonsterz,,AppsMonsterz@gmail.com,"Oct 21, 2017","Oct 21, 2017",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
Baseball Goal – A Casual Game,com.level88.baseballgoal,Casual,0,0,10+,10,33,TRUE,0,USD,41M,4.1 and up,Level88,,level88games@gmail.com,"Sep 1, 2019","Sep 02, 2019",Everyone,https://sites.google.com/view/baseball-goal-privacy-policy/home,TRUE,TRUE,FALSE,16-06-2021 02:48
